scenario_id,driver,lap,to_compound,set_status,mode,plan,n_stops_cf,elapsed_delta_median_s,elapsed_delta_q10_s,elapsed_delta_q90_s,probability_of_gain,tyre_delta_mean_s,pit_delta_mean_s,in_support,free_stop,stop_lap_status,compile_ms
monza_alb_lap2_to_soft_new_tyre_only,ALB,2,SOFT,new,tyre_only,M-S-S,2,-61.463901,-85.355142,-42.911232,1.000000,-56.552659,-6.472685,False,True,YELLOW,65.214084
monza_alb_lap2_to_medium_new_tyre_only,ALB,2,MEDIUM,new,tyre_only,M-M-S,2,-24.881511,-39.190086,-10.517311,0.990000,-18.169403,-6.472685,True,True,YELLOW,0.736000
monza_alb_lap2_to_hard_new_tyre_only,ALB,2,HARD,new,tyre_only,M-H-S,2,-6.562338,-10.286447,-2.686769,0.986000,0.000000,-6.472685,True,True,YELLOW,0.644334
monza_alb_lap3_to_soft_new_tyre_only,ALB,3,SOFT,new,tyre_only,M-H-S-S,3,-61.103811,-84.366557,-43.334103,1.000000,-56.266580,-6.472685,False,True,RED,0.522584
monza_alb_lap3_to_medium_new_tyre_only,ALB,3,MEDIUM,new,tyre_only,M-H-M-S,3,-25.457117,-39.460698,-11.723773,0.992000,-18.819350,-6.472685,True,True,RED,0.505792
monza_alb_lap3_to_hard_new_tyre_only,ALB,3,HARD,new,tyre_only,M-H-H-S,3,-6.537103,-10.260931,-2.670432,0.986000,0.023099,-6.472685,True,True,RED,0.470625
monza_alb_lap4_to_soft_new_tyre_only,ALB,4,SOFT,new,tyre_only,M-H-S-S,3,-60.788950,-83.302572,-43.743449,1.000000,-55.932951,-6.472685,False,True,RED,0.491916
monza_alb_lap4_to_medium_new_tyre_only,ALB,4,MEDIUM,new,tyre_only,M-H-M-S,3,-26.020722,-39.711076,-12.614365,0.994000,-19.418786,-6.472685,True,True,RED,0.516250
monza_alb_lap4_to_hard_new_tyre_only,ALB,4,HARD,new,tyre_only,M-H-H-S,3,-7.486604,-11.250865,-3.745437,0.992000,-0.923974,-6.472685,True,True,RED,0.514708
monza_alb_lap5_to_soft_new_tyre_only,ALB,5,SOFT,new,tyre_only,M-H-S-S,3,-60.640060,-82.179163,-43.981839,1.000000,-55.551772,-6.472685,False,True,RED,0.509250
monza_alb_lap5_to_medium_new_tyre_only,ALB,5,MEDIUM,new,tyre_only,M-H-M-S,3,-26.568509,-39.916321,-13.287377,0.998000,-19.967711,-6.472685,True,True,RED,0.500958
monza_alb_lap5_to_hard_new_tyre_only,ALB,5,HARD,new,tyre_only,M-H-H-S,3,-8.365895,-12.096270,-4.709035,0.994000,-1.824849,-6.472685,True,True,RED,0.503959
monza_alb_lap6_to_soft_new_tyre_only,ALB,6,SOFT,new,tyre_only,M-H-S-S,3,-39.079878,-60.551181,-21.442015,0.998000,-55.123045,15.185917,False,False,YELLOW,0.499542
monza_alb_lap6_to_medium_new_tyre_only,ALB,6,MEDIUM,new,tyre_only,M-H-M-S,3,-5.186638,-20.078095,9.478095,0.654000,-20.466125,15.419047,True,False,YELLOW,0.494708
monza_alb_lap6_to_hard_new_tyre_only,ALB,6,HARD,new,tyre_only,M-H-H-S,3,12.596291,5.805857,19.729667,0.010000,-2.679526,15.397253,True,False,YELLOW,0.496791
monza_alb_lap7_to_soft_new_tyre_only,ALB,7,SOFT,new,tyre_only,M-H-S-S,3,-38.659618,-58.995751,-21.457690,0.998000,-54.646769,15.185917,False,False,GREEN,0.497209
monza_alb_lap7_to_medium_new_tyre_only,ALB,7,MEDIUM,new,tyre_only,M-H-M-S,3,-5.627621,-20.235303,8.861265,0.674000,-20.914029,15.419047,True,False,GREEN,0.492958
monza_alb_lap7_to_hard_new_tyre_only,ALB,7,HARD,new,tyre_only,M-H-H-S,3,11.796422,5.088424,18.900912,0.018000,-3.488003,15.397253,True,False,GREEN,0.496875
monza_alb_lap8_to_soft_new_tyre_only,ALB,8,SOFT,new,tyre_only,M-H-S-S,3,-38.191926,-57.850329,-21.417302,0.998000,-54.122943,15.185917,False,False,GREEN,0.495833
monza_alb_lap8_to_medium_new_tyre_only,ALB,8,MEDIUM,new,tyre_only,M-H-M-S,3,-6.171345,-20.189701,8.221406,0.692000,-21.311421,15.419047,True,False,GREEN,0.493875
monza_alb_lap8_to_hard_new_tyre_only,ALB,8,HARD,new,tyre_only,M-H-H-S,3,11.036002,4.403225,18.117454,0.028000,-4.250282,15.397253,True,False,GREEN,0.499125
monza_alb_lap9_to_soft_new_tyre_only,ALB,9,SOFT,new,tyre_only,M-H-S-S,3,-37.709551,-56.211656,-21.425271,0.998000,-53.551568,15.185917,False,False,GREEN,0.489167
monza_alb_lap9_to_medium_new_tyre_only,ALB,9,MEDIUM,new,tyre_only,M-H-M-S,3,-6.546242,-20.187282,7.615381,0.714000,-21.658301,15.419047,True,False,GREEN,0.487208
monza_alb_lap9_to_hard_new_tyre_only,ALB,9,HARD,new,tyre_only,M-H-H-S,3,10.317150,3.652515,17.314311,0.036000,-4.966362,15.397253,True,False,GREEN,0.488083
monza_alb_lap10_to_soft_new_tyre_only,ALB,10,SOFT,new,tyre_only,M-H-S-S,3,-37.159131,-55.292855,-21.484920,0.998000,-52.932644,15.185917,False,False,GREEN,0.486625
monza_alb_lap10_to_medium_new_tyre_only,ALB,10,MEDIUM,new,tyre_only,M-H-M-S,3,-6.813821,-20.150328,7.018426,0.732000,-21.954671,15.419047,True,False,GREEN,0.488333
monza_alb_lap10_to_hard_new_tyre_only,ALB,10,HARD,new,tyre_only,M-H-H-S,3,9.651063,2.963044,16.759817,0.044000,-5.636244,15.397253,True,False,GREEN,0.496709
monza_alb_lap11_to_soft_new_tyre_only,ALB,11,SOFT,new,tyre_only,M-H-S-S,3,-36.540109,-53.816314,-21.484235,0.998000,-52.266171,15.185917,False,False,GREEN,0.487292
monza_alb_lap11_to_medium_new_tyre_only,ALB,11,MEDIUM,new,tyre_only,M-H-M-S,3,-7.096260,-20.104723,6.471005,0.748000,-22.200530,15.419047,True,False,GREEN,0.485250
monza_alb_lap11_to_hard_new_tyre_only,ALB,11,HARD,new,tyre_only,M-H-H-S,3,9.017002,2.280257,16.095842,0.048000,-6.259927,15.397253,True,False,GREEN,0.492416
monza_alb_lap12_to_soft_new_tyre_only,ALB,12,SOFT,new,tyre_only,M-H-S-S,3,-35.750266,-52.315372,-21.136168,0.998000,-51.552148,15.185917,False,False,GREEN,0.491292
monza_alb_lap12_to_medium_new_tyre_only,ALB,12,MEDIUM,new,tyre_only,M-H-M-S,3,-7.427598,-19.927369,6.055946,0.760000,-22.395878,15.419047,True,False,GREEN,0.483291
monza_alb_lap12_to_hard_new_tyre_only,ALB,12,HARD,new,tyre_only,M-H-H-S,3,8.438916,1.705850,15.509184,0.058000,-6.837411,15.397253,True,False,GREEN,0.492334
monza_alb_lap13_to_soft_new_tyre_only,ALB,13,SOFT,new,tyre_only,M-H-S-S,3,-34.994114,-51.153837,-20.996126,0.998000,-50.790577,15.185917,False,False,GREEN,0.486125
monza_alb_lap13_to_medium_new_tyre_only,ALB,13,MEDIUM,new,tyre_only,M-H-M-S,3,-7.548804,-19.780167,5.758980,0.770000,-22.540715,15.419047,True,False,GREEN,0.484333
monza_alb_lap13_to_hard_new_tyre_only,ALB,13,HARD,new,tyre_only,M-H-H-S,3,7.887072,1.097111,14.989491,0.072000,-7.368696,15.397253,True,False,GREEN,0.486834
monza_alb_lap14_to_soft_new_tyre_only,ALB,14,SOFT,new,tyre_only,M-H-S-S,3,-34.226155,-49.630886,-20.633409,1.000000,-49.981456,15.185917,False,False,GREEN,0.481250
monza_alb_lap14_to_medium_new_tyre_only,ALB,14,MEDIUM,new,tyre_only,M-H-M-S,3,-7.489566,-19.574036,5.361797,0.776000,-22.635041,15.419047,True,False,GREEN,0.454208
monza_alb_lap14_to_hard_new_tyre_only,ALB,14,HARD,new,tyre_only,M-H-H-S,3,7.419553,0.577201,14.497445,0.086000,-7.853783,15.397253,True,False,GREEN,0.456209
monza_alb_lap15_to_soft_new_tyre_only,ALB,15,SOFT,new,tyre_only,M-H-S-S,3,-33.511126,-48.330448,-20.330718,1.000000,-49.124786,15.185917,False,False,GREEN,0.452083
monza_alb_lap15_to_medium_new_tyre_only,ALB,15,MEDIUM,new,tyre_only,M-H-M-S,3,-7.531232,-19.295380,5.006666,0.782000,-22.678855,15.419047,True,False,GREEN,0.456375
monza_alb_lap15_to_hard_new_tyre_only,ALB,15,HARD,new,tyre_only,M-H-H-S,3,6.984195,0.080709,14.170585,0.098000,-8.292670,15.397253,True,False,GREEN,0.478875
monza_alb_lap16_to_soft_new_tyre_only,ALB,16,SOFT,new,tyre_only,M-H-S-S,3,-32.575320,-47.188720,-19.964283,1.000000,-48.220567,15.185917,False,False,GREEN,0.490292
monza_alb_lap16_to_medium_new_tyre_only,ALB,16,MEDIUM,new,tyre_only,M-H-M-S,3,-7.496177,-18.981698,4.669978,0.782000,-22.672159,15.419047,True,False,GREEN,0.481375
monza_alb_lap16_to_hard_new_tyre_only,ALB,16,HARD,new,tyre_only,M-H-H-S,3,6.636269,-0.325770,13.875273,0.114000,-8.685359,15.397253,True,False,GREEN,0.485292
monza_alb_lap17_to_soft_new_tyre_only,ALB,17,SOFT,new,tyre_only,M-H-S-S,3,-31.562059,-45.563250,-19.538273,1.000000,-47.268799,15.185917,False,False,GREEN,0.486041
monza_alb_lap17_to_medium_new_tyre_only,ALB,17,MEDIUM,new,tyre_only,M-H-M-S,3,-7.473646,-18.638583,4.337020,0.784000,-22.614951,15.419047,True,False,GREEN,0.482500
monza_alb_lap17_to_hard_new_tyre_only,ALB,17,HARD,new,tyre_only,M-H-H-S,3,6.351280,-0.681617,13.614633,0.138000,-9.031850,15.397253,True,False,GREEN,0.493292
monza_alb_lap18_to_soft_new_tyre_only,ALB,18,SOFT,new,tyre_only,M-H-S-S,3,-30.700456,-44.006155,-18.955970,1.000000,-46.269481,15.185917,False,False,GREEN,0.490916
monza_alb_lap18_to_medium_new_tyre_only,ALB,18,MEDIUM,new,tyre_only,M-H-M-S,3,-7.429095,-18.262104,4.048544,0.782000,-22.507233,15.419047,True,False,GREEN,0.486750
monza_alb_lap18_to_hard_new_tyre_only,ALB,18,HARD,new,tyre_only,M-H-H-S,3,6.067536,-0.997283,13.304583,0.156000,-9.332142,15.397253,True,False,GREEN,0.481834
monza_alb_lap19_to_soft_new_tyre_only,ALB,19,SOFT,new,tyre_only,M-H-S-S,3,-29.717132,-42.572873,-18.132942,1.000000,-45.222615,15.185917,False,False,GREEN,0.483584
monza_alb_lap19_to_medium_new_tyre_only,ALB,19,MEDIUM,new,tyre_only,M-H-M-S,3,-7.324939,-17.842246,3.944869,0.778000,-22.349003,15.419047,True,False,GREEN,0.479917
monza_alb_lap19_to_hard_new_tyre_only,ALB,19,HARD,new,tyre_only,M-H-H-S,3,5.802754,-1.271577,12.986243,0.168000,-9.586235,15.397253,True,False,GREEN,0.484292
monza_alb_lap20_to_soft_new_tyre_only,ALB,20,SOFT,new,tyre_only,M-H-S-S,3,-28.548560,-41.258866,-17.434883,1.000000,-44.128199,15.185917,False,False,GREEN,0.480958
monza_alb_lap20_to_medium_new_tyre_only,ALB,20,MEDIUM,new,tyre_only,M-H-M-S,3,-7.110559,-17.698835,4.090928,0.776000,-22.140263,15.419047,True,False,GREEN,0.477250
monza_alb_lap20_to_hard_new_tyre_only,ALB,20,HARD,new,tyre_only,M-H-H-S,3,5.580607,-1.500264,12.725783,0.182000,-9.794129,15.397253,True,False,GREEN,0.502000
monza_alb_lap21_to_soft_new_tyre_only,ALB,21,SOFT,new,tyre_only,M-H-S-S,3,-27.327732,-39.727633,-16.557070,1.000000,-42.986234,15.185917,True,False,GREEN,0.506042
monza_alb_lap21_to_medium_new_tyre_only,ALB,21,MEDIUM,new,tyre_only,M-H-M-S,3,-6.755899,-17.251794,4.120770,0.772000,-21.881011,15.419047,True,False,GREEN,0.512500
monza_alb_lap21_to_hard_new_tyre_only,ALB,21,HARD,new,tyre_only,M-H-H-S,3,5.428364,-1.678132,12.523203,0.190000,-9.955824,15.397253,True,False,GREEN,0.494792
monza_alb_lap22_to_soft_new_tyre_only,ALB,22,SOFT,new,tyre_only,M-H-S-S,3,-25.990351,-38.190698,-15.578555,1.000000,-41.796720,15.185917,True,False,GREEN,0.507167
monza_alb_lap22_to_medium_new_tyre_only,ALB,22,MEDIUM,new,tyre_only,M-H-M-S,3,-6.356059,-16.580586,4.189959,0.768000,-21.571248,15.419047,True,False,GREEN,0.491708
monza_alb_lap22_to_hard_new_tyre_only,ALB,22,HARD,new,tyre_only,M-H-H-S,3,5.319619,-1.801240,12.378502,0.194000,-10.071321,15.397253,True,False,GREEN,0.483584
monza_alb_lap23_to_soft_new_tyre_only,ALB,23,SOFT,new,tyre_only,M-H-S-S,3,-24.752945,-36.776679,-14.795342,1.000000,-40.559656,15.185917,True,False,GREEN,0.482125
monza_alb_lap23_to_medium_new_tyre_only,ALB,23,MEDIUM,new,tyre_only,M-H-M-S,3,-6.055519,-15.922010,4.293681,0.768000,-21.210975,15.419047,True,False,GREEN,0.511417
monza_alb_lap23_to_hard_new_tyre_only,ALB,23,HARD,new,tyre_only,M-H-H-S,3,5.254373,-1.874798,12.301559,0.194000,-10.140619,15.397253,True,False,GREEN,0.482208
monza_alb_lap24_to_soft_new_tyre_only,ALB,24,SOFT,new,tyre_only,M-H-S-S,3,-23.614846,-34.995000,-13.824979,0.998000,-39.275044,15.185917,True,False,GREEN,0.521541
monza_alb_lap24_to_medium_new_tyre_only,ALB,24,MEDIUM,new,tyre_only,M-H-M-S,3,-5.578257,-15.433568,4.596614,0.754000,-20.800190,15.419047,True,False,GREEN,0.504709
monza_alb_lap24_to_hard_new_tyre_only,ALB,24,HARD,new,tyre_only,M-H-H-S,3,5.232624,-1.899317,12.280504,0.198000,-10.163719,15.397253,True,False,GREEN,0.514042
monza_alb_lap25_to_soft_new_tyre_only,ALB,25,SOFT,new,tyre_only,M-H-S-S,3,-22.150983,-33.156902,-12.780599,0.998000,-37.942882,15.185917,True,False,GREEN,0.474750
monza_alb_lap25_to_medium_new_tyre_only,ALB,25,MEDIUM,new,tyre_only,M-H-M-S,3,-5.099232,-14.875950,4.746840,0.740000,-20.338894,15.419047,True,False,GREEN,0.530416
monza_alb_lap25_to_hard_new_tyre_only,ALB,25,HARD,new,tyre_only,M-H-H-S,3,5.254373,-1.874798,12.301559,0.194000,-10.140619,15.397253,True,False,GREEN,0.485083
monza_alb_lap26_to_soft_new_tyre_only,ALB,26,SOFT,new,tyre_only,M-H-S-S,3,-20.913144,-31.525351,-11.591650,0.998000,-36.563172,15.185917,True,False,GREEN,0.502667
monza_alb_lap26_to_medium_new_tyre_only,ALB,26,MEDIUM,new,tyre_only,M-H-M-S,3,-4.499190,-13.960853,5.205800,0.716000,-19.827087,15.419047,True,False,GREEN,0.469750
monza_alb_lap26_to_hard_new_tyre_only,ALB,26,HARD,new,tyre_only,M-H-H-S,3,5.319619,-1.801240,12.378502,0.194000,-10.071321,15.397253,True,False,GREEN,0.476875
monza_alb_lap27_to_soft_new_tyre_only,ALB,27,SOFT,new,tyre_only,M-H-S-S,3,-19.447804,-29.739794,-10.447621,0.998000,-35.135911,15.185917,True,False,VSC,0.479042
monza_alb_lap27_to_medium_new_tyre_only,ALB,27,MEDIUM,new,tyre_only,M-H-M-S,3,-3.867227,-13.179897,5.518610,0.696000,-19.264769,15.419047,True,False,VSC,0.476625
monza_alb_lap27_to_hard_new_tyre_only,ALB,27,HARD,new,tyre_only,M-H-H-S,3,5.428364,-1.678132,12.523203,0.190000,-9.955824,15.397253,True,False,VSC,0.478708
monza_alb_lap28_to_soft_new_tyre_only,ALB,28,SOFT,new,tyre_only,M-H-S-S,3,-18.012920,-27.814881,-9.046313,0.998000,-33.661102,15.185917,True,False,VSC,0.478250
monza_alb_lap28_to_medium_new_tyre_only,ALB,28,MEDIUM,new,tyre_only,M-H-M-S,3,-3.297667,-12.391480,5.914314,0.666000,-18.651940,15.419047,True,False,VSC,0.477125
monza_alb_lap28_to_hard_new_tyre_only,ALB,28,HARD,new,tyre_only,M-H-H-S,3,5.580607,-1.500264,12.725783,0.182000,-9.794129,15.397253,True,False,VSC,0.478000
monza_alb_lap29_to_soft_new_tyre_only,ALB,29,SOFT,new,tyre_only,M-H-S-S,3,-16.487593,-26.048938,-7.579860,0.992000,-32.138744,15.185917,True,False,GREEN,0.476416
monza_alb_lap29_to_medium_new_tyre_only,ALB,29,MEDIUM,new,tyre_only,M-H-M-S,3,-2.642278,-11.480653,6.441539,0.640000,-17.988600,15.419047,True,False,GREEN,0.492834
monza_alb_lap29_to_hard_new_tyre_only,ALB,29,HARD,new,tyre_only,M-H-H-S,3,5.802754,-1.271577,12.986243,0.168000,-9.586235,15.397253,True,False,GREEN,0.482333
monza_alb_lap30_to_soft_new_tyre_only,ALB,30,SOFT,new,tyre_only,M-H-S-S,3,-14.968015,-24.265659,-6.265722,0.986000,-30.568836,15.185917,True,False,GREEN,0.479333
monza_alb_lap30_to_medium_new_tyre_only,ALB,30,MEDIUM,new,tyre_only,M-H-M-S,3,-1.931775,-10.484493,7.020429,0.598000,-17.274749,15.419047,True,False,GREEN,0.479292
monza_alb_lap30_to_hard_new_tyre_only,ALB,30,HARD,new,tyre_only,M-H-H-S,3,6.067536,-0.997283,13.304583,0.156000,-9.332142,15.397253,True,False,GREEN,0.480625
monza_alb_lap31_to_soft_new_tyre_only,ALB,31,SOFT,new,tyre_only,M-H-S-S,3,-13.487597,-22.402146,-4.863049,0.980000,-28.951380,15.185917,True,False,GREEN,0.489000
monza_alb_lap31_to_medium_new_tyre_only,ALB,31,MEDIUM,new,tyre_only,M-H-M-S,3,-1.065404,-9.474918,7.646484,0.560000,-16.510387,15.419047,True,False,GREEN,0.483167
monza_alb_lap31_to_hard_new_tyre_only,ALB,31,HARD,new,tyre_only,M-H-H-S,3,6.351280,-0.681617,13.614633,0.138000,-9.031850,15.397253,True,False,GREEN,0.480084
monza_alb_lap32_to_soft_new_tyre_only,ALB,32,SOFT,new,tyre_only,M-H-S-S,3,-11.894835,-20.619563,-3.456769,0.964000,-27.286374,15.185917,True,False,GREEN,0.482916
monza_alb_lap32_to_medium_new_tyre_only,ALB,32,MEDIUM,new,tyre_only,M-H-M-S,3,-0.292072,-8.427217,8.342676,0.518000,-15.695514,15.419047,True,False,GREEN,0.481250
monza_alb_lap32_to_hard_new_tyre_only,ALB,32,HARD,new,tyre_only,M-H-H-S,3,6.636269,-0.325770,13.875273,0.114000,-8.685359,15.397253,True,False,GREEN,0.500416
monza_alb_lap33_to_soft_new_tyre_only,ALB,33,SOFT,new,tyre_only,M-H-S-S,3,-10.146025,-18.730908,-1.901565,0.948000,-25.573819,15.185917,True,False,GREEN,0.481917
monza_alb_lap33_to_medium_new_tyre_only,ALB,33,MEDIUM,new,tyre_only,M-H-M-S,3,0.552807,-7.368045,8.991197,0.476000,-14.830129,15.419047,True,False,GREEN,0.479500
monza_alb_lap33_to_hard_new_tyre_only,ALB,33,HARD,new,tyre_only,M-H-H-S,3,6.984195,0.080709,14.170585,0.098000,-8.292670,15.397253,True,False,GREEN,0.479500
monza_alb_lap34_to_soft_new_tyre_only,ALB,34,SOFT,new,tyre_only,M-H-S-S,3,-8.412641,-16.691747,-0.476196,0.908000,-23.813715,15.185917,True,False,GREEN,0.481000
monza_alb_lap34_to_medium_new_tyre_only,ALB,34,MEDIUM,new,tyre_only,M-H-M-S,3,1.506914,-6.305054,9.687608,0.420000,-13.914234,15.419047,True,False,GREEN,0.479834
monza_alb_lap34_to_hard_new_tyre_only,ALB,34,HARD,new,tyre_only,M-H-H-S,3,7.419553,0.577201,14.497445,0.086000,-7.853783,15.397253,True,False,GREEN,0.478500
monza_alb_lap35_to_soft_new_tyre_only,ALB,35,SOFT,new,tyre_only,M-H-S-S,3,-6.628754,-14.675498,1.369198,0.856000,-22.006061,15.185917,True,False,GREEN,0.482417
monza_alb_lap35_to_medium_new_tyre_only,ALB,35,MEDIUM,new,tyre_only,M-H-M-S,3,2.474835,-5.152345,10.505434,0.356000,-12.947828,15.419047,True,False,GREEN,0.480833
monza_alb_lap35_to_hard_new_tyre_only,ALB,35,HARD,new,tyre_only,M-H-H-S,3,7.887072,1.097111,14.989491,0.072000,-7.368696,15.397253,True,False,GREEN,0.476750
monza_alb_lap36_to_soft_new_tyre_only,ALB,36,SOFT,new,tyre_only,M-H-S,2,-24.912331,-30.465495,-20.208870,1.000000,-18.683870,-6.472685,True,False,GREEN,0.480916
monza_alb_lap36_to_medium_new_tyre_only,ALB,36,MEDIUM,new,tyre_only,M-H-M,2,-11.694928,-16.840311,-6.323166,0.996000,-5.389782,-6.239555,True,False,GREEN,0.480584
monza_alb_lap36_to_hard_new_tyre_only,ALB,36,HARD,new,tyre_only,M-H-H,2,-3.689672,-7.719732,0.395248,0.880000,2.552825,-6.261350,True,False,GREEN,0.478375
monza_alb_lap37_to_soft_new_tyre_only,ALB,37,SOFT,new,tyre_only,M-H-S,2,-23.155611,-28.305518,-18.667212,1.000000,-16.927817,-6.472685,True,False,GREEN,0.475959
monza_alb_lap37_to_medium_new_tyre_only,ALB,37,MEDIUM,new,tyre_only,M-H-M,2,-10.788766,-15.732554,-5.665328,0.994000,-4.486824,-6.239555,True,False,GREEN,0.474542
monza_alb_lap37_to_hard_new_tyre_only,ALB,37,HARD,new,tyre_only,M-H-H,2,-3.269835,-7.238051,0.809216,0.848000,2.991713,-6.261350,True,False,GREEN,0.477667
monza_alb_lap38_to_soft_new_tyre_only,ALB,38,SOFT,new,tyre_only,M-H-S,2,-21.342401,-26.185072,-16.976959,1.000000,-15.124215,-6.472685,True,False,GREEN,0.478792
monza_alb_lap38_to_medium_new_tyre_only,ALB,38,MEDIUM,new,tyre_only,M-H-M,2,-9.829903,-14.558934,-4.931068,0.988000,-3.533355,-6.239555,True,False,GREEN,0.474958
monza_alb_lap38_to_hard_new_tyre_only,ALB,38,HARD,new,tyre_only,M-H-H,2,-2.805057,-6.661549,1.243463,0.820000,3.476800,-6.261350,True,False,GREEN,0.475833
monza_alb_lap39_to_soft_new_tyre_only,ALB,39,SOFT,new,tyre_only,M-H-S,2,-19.575786,-24.020147,-15.235288,1.000000,-13.273064,-6.472685,True,False,GREEN,0.476291
monza_alb_lap39_to_medium_new_tyre_only,ALB,39,MEDIUM,new,tyre_only,M-H-M,2,-8.774934,-13.410571,-4.262554,0.988000,-2.529374,-6.239555,True,False,GREEN,0.480792
monza_alb_lap39_to_hard_new_tyre_only,ALB,39,HARD,new,tyre_only,M-H-H,2,-2.306373,-6.100211,1.765517,0.762000,4.008085,-6.261350,True,False,GREEN,0.473458
monza_alb_lap40_to_soft_new_tyre_only,ALB,40,SOFT,new,tyre_only,M-H-S,2,-17.732592,-22.041140,-13.639727,1.000000,-11.374363,-6.472685,True,False,GREEN,0.476000
monza_alb_lap40_to_medium_new_tyre_only,ALB,40,MEDIUM,new,tyre_only,M-H-M,2,-7.762712,-12.092840,-3.484415,0.988000,-1.474883,-6.239555,True,False,GREEN,0.477000
monza_alb_lap40_to_hard_new_tyre_only,ALB,40,HARD,new,tyre_only,M-H-H,2,-1.683619,-5.574480,2.229604,0.714000,4.585569,-6.261350,True,False,GREEN,0.476250
monza_alb_lap41_to_soft_new_tyre_only,ALB,41,SOFT,new,tyre_only,M-H-S,2,-15.802798,-19.888387,-11.865528,1.000000,-9.428114,-6.472685,True,False,GREEN,0.485250
monza_alb_lap41_to_medium_new_tyre_only,ALB,41,MEDIUM,new,tyre_only,M-H-M,2,-6.625650,-10.726069,-2.497077,0.976000,-0.369880,-6.239555,True,False,GREEN,0.472416
monza_alb_lap41_to_hard_new_tyre_only,ALB,41,HARD,new,tyre_only,M-H-H,2,-1.076496,-4.909055,2.867848,0.634000,5.209252,-6.261350,True,False,GREEN,0.479542
monza_alb_lap42_to_soft_new_tyre_only,ALB,42,SOFT,new,tyre_only,M-H-S,2,-13.899856,-17.727851,-9.983181,1.000000,-7.434315,-6.472685,True,False,GREEN,0.485583
monza_alb_lap42_to_medium_new_tyre_only,ALB,42,MEDIUM,new,tyre_only,M-H-M,2,-5.537374,-9.295619,-1.391404,0.954000,0.785633,-6.239555,True,False,GREEN,0.481042
monza_alb_lap42_to_hard_new_tyre_only,ALB,42,HARD,new,tyre_only,M-H-H,2,-0.408323,-4.258911,3.513494,0.554000,5.879133,-6.261350,True,False,GREEN,0.476167
monza_alb_lap43_to_soft_new_tyre_only,ALB,43,SOFT,new,tyre_only,M-H-S,2,-12.000162,-15.677531,-7.960093,1.000000,-5.392967,-6.472685,True,False,GREEN,0.445167
monza_alb_lap43_to_medium_new_tyre_only,ALB,43,MEDIUM,new,tyre_only,M-H-M,2,-4.351179,-7.838800,-0.406355,0.908000,1.991658,-6.239555,True,False,GREEN,0.442584
monza_alb_lap43_to_hard_new_tyre_only,ALB,43,HARD,new,tyre_only,M-H-H,2,0.291828,-3.557806,4.155315,0.456000,6.595213,-6.261350,True,False,GREEN,0.476542
monza_alb_lap44_to_soft_new_tyre_only,ALB,44,SOFT,new,tyre_only,M-H-S,2,-9.908997,-13.572246,-5.960136,1.000000,-3.304070,-6.472685,True,False,GREEN,0.476166
monza_alb_lap44_to_medium_new_tyre_only,ALB,44,MEDIUM,new,tyre_only,M-H-M,2,-3.068552,-6.535132,0.802733,0.838000,3.248194,-6.239555,True,False,GREEN,0.473125
monza_alb_lap44_to_hard_new_tyre_only,ALB,44,HARD,new,tyre_only,M-H-H,2,1.102601,-2.755548,4.845088,0.370000,7.357492,-6.261350,True,False,GREEN,0.476833
monza_alb_lap45_to_soft_new_tyre_only,ALB,45,SOFT,new,tyre_only,M-H-S,2,-7.784654,-11.411303,-3.808843,0.990000,-1.167624,-6.472685,True,False,GREEN,0.476041
monza_alb_lap45_to_medium_new_tyre_only,ALB,45,MEDIUM,new,tyre_only,M-H-M,2,-1.768660,-5.144023,2.061542,0.712000,4.555241,-6.239555,True,False,GREEN,0.476083
monza_alb_lap45_to_hard_new_tyre_only,ALB,45,HARD,new,tyre_only,M-H-H,2,1.945737,-1.863032,5.591002,0.252000,8.165970,-6.261350,True,False,GREEN,0.481208
monza_alb_lap46_to_soft_new_tyre_only,ALB,46,SOFT,new,tyre_only,M-H-S,2,-6.562338,-10.286447,-2.686769,0.986000,0.000000,-6.472685,True,False,GREEN,0.451458
monza_alb_lap46_to_medium_new_tyre_only,ALB,46,MEDIUM,new,tyre_only,M-H-M,2,-1.387867,-4.836958,2.320906,0.678000,4.896426,-6.239555,True,False,GREEN,0.448417
monza_alb_lap46_to_hard_new_tyre_only,ALB,46,HARD,new,tyre_only,M-H-H,2,1.784966,-2.045804,5.446525,0.280000,8.004274,-6.261350,True,False,GREEN,0.454000
monza_alb_lap47_to_soft_new_tyre_only,ALB,47,SOFT,new,tyre_only,M-H-S,2,-3.243513,-7.094150,0.589623,0.854000,3.247916,-6.472685,True,False,GREEN,0.475291
monza_alb_lap47_to_medium_new_tyre_only,ALB,47,MEDIUM,new,tyre_only,M-H-M,2,0.976926,-2.440427,4.783037,0.362000,7.320867,-6.239555,True,False,GREEN,0.474209
monza_alb_lap47_to_hard_new_tyre_only,ALB,47,HARD,new,tyre_only,M-H-H,2,3.704119,-0.214578,7.393036,0.122000,9.921521,-6.261350,True,False,GREEN,0.472166
monza_alb_lap48_to_soft_new_tyre_only,ALB,48,SOFT,new,tyre_only,M-H-S,2,-0.824138,-4.881745,2.884705,0.612000,5.527010,-6.472685,True,False,GREEN,0.476750
monza_alb_lap48_to_medium_new_tyre_only,ALB,48,MEDIUM,new,tyre_only,M-H-M,2,2.496077,-0.988434,6.223822,0.176000,8.779447,-6.239555,True,False,GREEN,0.472625
